,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,Commune,Sous_Commune,Commune_Principale,Province,Region,median_terrace_area,median_garden_area,median_facade,type_num,APARTMENT,BUNGALOW,CASTLE,CHALET,COUNTRY_COTTAGE,DUPLEX,EXCEPTIONAL_PROPERTY,FARMHOUSE,FLAT_STUDIO,GROUND_FLOOR,HOUSE,KOT,LOFT,MANOR_HOUSE,MANSION,OTHER_PROPERTY,PENTHOUSE,SERVICE_FLAT,TOWN_HOUSE,TRIPLEX,VILLA,AS_NEW,GOOD,JUST_RENOVATED,TO_BE_DONE_UP,TO_RENOVATE,TO_RESTORE,BRUXELLES,VLAANDEREN,WALLONIE,ANVERS,BRABANT FLAMAND,BRABANT WALLON,BRUXELLES,FLANDRE-OCCIDENTALE,FLANDRE-ORIENTALE,HAINAUT,LIEGE,LIMBOURG,LUXEMBOURG,NAMUR
71,8400,APARTMENT,APARTMENT,299000.0,3,114.0,1,0,0,1,12.0,0,,,2.0,0,GOOD,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN,12.0,12.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
72,3290,HOUSE,HOUSE,229000.0,3,143.0,1,0,0,1,63.0,1,190.0,488.0,3.0,0,GOOD,Diest,Non,DIEST,BRABANT FLAMAND,VLAANDEREN,63.0,63.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
73,8300,APARTMENT,APARTMENT,895000.0,3,90.0,0,0,0,1,,0,,,2.0,0,AS_NEW,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
74,9900,APARTMENT,SERVICE_FLAT,199000.0,1,67.0,1,0,0,1,12.0,0,,,4.0,0,AS_NEW,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN,12.0,12.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
75,8000,APARTMENT,GROUND_FLOOR,299000.0,2,90.0,1,0,0,1,14.0,0,,,,0,AS_NEW,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,14.0,14.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
76,9991,APARTMENT,APARTMENT,266500.0,2,99.0,1,0,0,0,,0,,,3.0,0,AS_NEW,Adegem,Oui,MALDEGEM,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
77,8870,APARTMENT,APARTMENT,279000.0,2,101.0,1,0,0,1,11.0,1,,,2.0,0,,Izegem,Non,IZEGEM,FLANDRE-OCCIDENTALE,VLAANDEREN,11.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
78,9140,APARTMENT,APARTMENT,145000.0,2,85.0,1,0,0,1,8.0,0,,,2.0,0,,Temse,Non,TEMSE,FLANDRE-ORIENTALE,VLAANDEREN,8.0,8.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
79,1640,APARTMENT,APARTMENT,449500.0,2,118.0,1,0,0,1,17.0,0,,,4.0,0,,Rhode-Saint-Genèse,Non,RHODE-SAINT-GENÈSE,BRABANT FLAMAND,VLAANDEREN,17.0,17.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
80,6800,HOUSE,HOUSE,539000.0,5,596.0,1,0,1,1,38.0,1,1300.0,1500.0,4.0,0,AS_NEW,Libramont-Chevigny,Non,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE,38.0,38.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
81,8434,APARTMENT,APARTMENT,225000.0,2,52.0,1,0,0,1,,0,,,2.0,0,GOOD,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
82,4000,HOUSE,HOUSE,189000.0,7,264.0,1,0,0,1,6.0,0,,100.0,2.0,0,,Liège,Non,LIÈGE,LIEGE,WALLONIE,6.0,6.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
83,9550,APARTMENT,APARTMENT,251500.0,2,86.0,1,0,0,1,11.0,1,61.0,,,0,AS_NEW,Herzele,Non,HERZELE,FLANDRE-ORIENTALE,VLAANDEREN,11.0,11.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
84,8300,APARTMENT,APARTMENT,1325000.0,3,115.0,1,0,0,1,15.0,0,,,2.0,0,AS_NEW,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,15.0,15.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
85,1180,APARTMENT,APARTMENT,575000.0,3,180.0,1,0,0,0,,0,,,2.0,0,TO_RENOVATE,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
86,1080,APARTMENT,APARTMENT,249000.0,2,101.0,1,0,0,1,11.0,0,,,2.0,0,AS_NEW,Molenbeek-Saint-Jean,Non,MOLENBEEK-SAINT-JEAN,BRUXELLES,BRUXELLES,11.0,11.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
87,1040,APARTMENT,APARTMENT,365000.0,2,90.0,1,0,0,1,6.0,0,,,2.0,0,AS_NEW,Etterbeek,Non,ETTERBEEK,BRUXELLES,BRUXELLES,6.0,6.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
88,7904,HOUSE,HOUSE,398000.0,3,244.0,1,0,0,1,12.0,1,,4631.0,4.0,0,,Pipaix,Oui,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE,12.0,200.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
89,1050,APARTMENT,APARTMENT,650000.0,2,172.0,1,0,0,1,,0,,,2.0,0,TO_BE_DONE_UP,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
90,9900,APARTMENT,GROUND_FLOOR,207000.0,2,90.0,1,0,0,1,46.0,1,45.0,,4.0,0,AS_NEW,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN,46.0,46.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
91,1180,APARTMENT,PENTHOUSE,585000.0,2,122.0,1,0,0,1,75.0,0,,,4.0,0,,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,75.0,75.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
92,1180,APARTMENT,PENTHOUSE,1100000.0,4,297.0,1,0,0,1,45.0,0,,,3.0,1,GOOD,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,45.0,45.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
93,8500,HOUSE,HOUSE,230000.0,3,127.0,1,0,0,1,20.0,0,,120.0,4.0,0,AS_NEW,Kortrijk,Non,KORTRIJK,FLANDRE-OCCIDENTALE,VLAANDEREN,20.0,20.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
95,3090,HOUSE,HOUSE,460000.0,3,140.0,1,0,0,1,,0,,4117.0,4.0,0,GOOD,Overijse,Non,OVERIJSE,BRABANT FLAMAND,VLAANDEREN,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
96,1150,HOUSE,HOUSE,1350000.0,5,220.0,0,0,0,1,16.0,1,145.0,324.0,3.0,0,AS_NEW,Woluwe-Saint-Pierre,Non,WOLUWE-SAINT-PIERRE,BRUXELLES,BRUXELLES,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
97,8530,HOUSE,HOUSE,337135.0,3,173.0,0,0,0,0,,0,,487.0,4.0,0,AS_NEW,Harelbeke,Non,HARELBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
98,8800,HOUSE,HOUSE,130000.0,2,108.0,1,0,0,0,,0,,117.0,,0,TO_RENOVATE,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
99,3040,HOUSE,HOUSE,525000.0,3,233.0,0,0,0,0,,0,,4166.0,4.0,0,,Huldenberg,Non,HULDENBERG,BRABANT FLAMAND,VLAANDEREN,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
100,5542,HOUSE,HOUSE,133000.0,1,62.0,1,0,0,0,,1,,0.0,3.0,0,GOOD,Blaimont,Oui,HASTIÈRE,NAMUR,WALLONIE,16.0,200.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
101,7300,HOUSE,HOUSE,140000.0,2,91.0,1,0,0,1,,0,,690.0,4.0,0,GOOD,Boussu,Non,BOUSSU,HAINAUT,WALLONIE,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
102,1970,HOUSE,HOUSE,550000.0,3,215.0,1,0,0,1,38.0,1,100.0,340.0,3.0,0,TO_BE_DONE_UP,Wezembeek-Oppem,Non,WEZEMBEEK-OPPEM,BRABANT FLAMAND,VLAANDEREN,38.0,38.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
104,6730,HOUSE,HOUSE,269000.0,4,150.0,1,0,0,0,,0,,713.0,4.0,0,,Tintigny,Non,TINTIGNY,LUXEMBOURG,WALLONIE,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
105,8531,HOUSE,HOUSE,175000.0,5,186.0,0,0,0,0,,0,,0.0,,0,TO_BE_DONE_UP,Bavikhove,Oui,HARELBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
106,2850,APARTMENT,APARTMENT,220000.0,2,136.0,0,0,0,1,,0,,,2.0,0,,Boom,Non,BOOM,ANVERS,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
108,3200,HOUSE,EXCEPTIONAL_PROPERTY,550000.0,4,240.0,1,0,1,0,,1,,10074.0,4.0,0,TO_BE_DONE_UP,Aarschot,Non,AARSCHOT,BRABANT FLAMAND,VLAANDEREN,16.0,200.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
109,2000,APARTMENT,PENTHOUSE,945000.0,3,240.0,1,0,0,1,36.0,0,,,3.0,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,36.0,36.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
110,8740,APARTMENT,APARTMENT,349000.0,3,130.0,1,0,0,1,15.0,0,,,,0,AS_NEW,Pittem,Non,PITTEM,FLANDRE-OCCIDENTALE,VLAANDEREN,15.0,15.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
112,7110,HOUSE,HOUSE,120000.0,3,106.0,1,0,0,1,,0,,158.0,2.0,0,TO_RENOVATE,Boussoit,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
113,9500,HOUSE,VILLA,849000.0,2,233.0,1,0,0,1,,1,,13342.0,4.0,1,,Geraardsbergen,Non,GERAARDSBERGEN,FLANDRE-ORIENTALE,VLAANDEREN,16.0,200.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
114,1140,APARTMENT,APARTMENT,175000.0,1,50.0,1,0,0,0,,0,,,2.0,0,AS_NEW,Evere,Non,EVERE,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
115,8800,APARTMENT,APARTMENT,240000.0,1,71.0,1,0,0,1,18.0,0,,,2.0,0,AS_NEW,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN,18.0,18.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
116,1180,APARTMENT,DUPLEX,335000.0,3,120.0,0,0,0,1,2.0,0,,,2.0,0,,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,2.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
118,4101,HOUSE,HOUSE,135000.0,2,82.0,1,0,0,1,16.0,0,,61.0,2.0,0,GOOD,Jemeppe-Sur-Meuse,Oui,SERAING,LIEGE,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
119,3700,HOUSE,HOUSE,175000.0,5,140.0,1,0,0,1,32.0,1,413.0,802.0,2.0,0,GOOD,Tongeren,Non,TONGEREN,LIMBOURG,VLAANDEREN,32.0,32.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
120,9690,HOUSE,HOUSE,281461.0,3,160.0,1,0,0,0,,1,,510.0,4.0,0,AS_NEW,Berchem,Oui,KLUISBERGEN,FLANDRE-ORIENTALE,VLAANDEREN,16.0,200.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
121,4570,HOUSE,HOUSE,220000.0,3,142.0,0,0,0,1,,1,40.0,110.0,2.0,0,,Marchin,Non,MARCHIN,LIEGE,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
122,1000,APARTMENT,APARTMENT,225000.0,1,65.0,1,0,0,0,,0,,,2.0,0,GOOD,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
123,8860,HOUSE,HOUSE,249000.0,2,150.0,1,0,0,1,,1,36000.0,49800.0,,0,AS_NEW,Lendelede,Non,LENDELEDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
124,6060,APARTMENT,APARTMENT,149000.0,2,78.0,1,0,0,1,,0,,,3.0,0,GOOD,Gilly,Oui,CHARLEROI,HAINAUT,WALLONIE,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
125,5030,HOUSE,HOUSE,325000.0,3,164.0,0,1,0,1,,1,350.0,650.0,3.0,0,GOOD,Gembloux,Non,GEMBLOUX,NAMUR,WALLONIE,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
126,3620,APARTMENT,APARTMENT,242141.0,2,81.0,0,0,0,1,11.0,0,,,,0,,Lanaken,Non,LANAKEN,LIMBOURG,VLAANDEREN,11.0,11.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
127,1330,HOUSE,HOUSE,435000.0,3,114.0,1,0,0,1,25.0,1,394.0,394.0,3.0,0,JUST_RENOVATED,Rixensart,Non,RIXENSART,BRABANT WALLON,WALLONIE,25.0,25.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
128,7134,APARTMENT,APARTMENT,175000.0,2,90.0,1,0,0,1,5.0,0,,,3.0,0,,Epinois,Oui,BINCHE,HAINAUT,WALLONIE,5.0,5.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
129,8400,APARTMENT,FLAT_STUDIO,168000.0,1,46.0,1,0,0,0,,0,,,,0,,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
130,1180,APARTMENT,APARTMENT,249000.0,1,61.0,1,0,0,1,3.0,0,,,3.0,0,GOOD,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,3.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
131,8500,APARTMENT,APARTMENT,135000.0,2,100.0,0,0,0,0,,0,,,,0,AS_NEW,Kortrijk,Non,KORTRIJK,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
132,2560,HOUSE,HOUSE,335000.0,3,214.0,1,0,0,1,11.0,1,100.0,192.0,3.0,0,,Nijlen,Non,NIJLEN,ANVERS,VLAANDEREN,11.0,11.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
133,4500,HOUSE,HOUSE,349000.0,4,198.0,1,0,0,0,,1,,518.0,3.0,0,GOOD,Huy,Non,HUY,LIEGE,WALLONIE,16.0,200.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
135,1090,APARTMENT,APARTMENT,129000.0,1,54.0,0,0,0,0,,0,,,2.0,0,TO_RENOVATE,Jette,Non,JETTE,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
136,8620,APARTMENT,APARTMENT,345000.0,2,80.0,0,1,0,1,,1,,,,0,AS_NEW,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
137,2660,HOUSE,HOUSE,235000.0,1,165.0,1,0,0,1,7.0,0,,88.0,2.0,0,GOOD,Hoboken,Oui,ANTWERPEN,ANVERS,VLAANDEREN,7.0,7.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
138,1140,APARTMENT,FLAT_STUDIO,129500.0,0,24.0,0,0,0,1,4.0,0,,,,0,,Evere,Non,EVERE,BRUXELLES,BRUXELLES,4.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
139,7000,HOUSE,VILLA,420000.0,4,190.0,1,0,0,1,25.0,0,,1182.0,4.0,0,AS_NEW,Mons,Non,MONS,HAINAUT,WALLONIE,25.0,25.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
140,9000,APARTMENT,APARTMENT,385000.0,2,101.0,1,0,0,1,3.0,0,,,,0,JUST_RENOVATED,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,3.0,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
141,1180,APARTMENT,APARTMENT,395000.0,3,120.0,0,0,0,1,4.0,0,,,3.0,0,TO_RENOVATE,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,4.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
143,1200,APARTMENT,APARTMENT,325000.0,1,60.0,1,0,0,1,5.0,0,,,2.0,0,,Woluwe-Saint-Lambert,Non,WOLUWE-SAINT-LAMBERT,BRUXELLES,BRUXELLES,5.0,5.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
144,8420,APARTMENT,PENTHOUSE,575000.0,3,350.0,1,0,0,1,20.0,0,,,4.0,0,GOOD,De Haan,Non,DE HAAN,FLANDRE-OCCIDENTALE,VLAANDEREN,20.0,20.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
145,9620,APARTMENT,APARTMENT,225000.0,2,96.0,1,0,0,1,,0,,,2.0,0,GOOD,Zottegem,Non,ZOTTEGEM,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
146,1030,APARTMENT,APARTMENT,320000.0,3,110.0,1,0,0,1,10.0,0,,,2.0,0,AS_NEW,Schaerbeek,Non,SCHAERBEEK,BRUXELLES,BRUXELLES,10.0,10.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
148,8434,APARTMENT,APARTMENT,255000.0,2,87.0,0,0,0,1,,1,,,,0,AS_NEW,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
