,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,Commune,Sous_Commune,Commune_Principale,Province,Region,median_terrace_area,median_garden_area,median_facade,type_num,APARTMENT,BUNGALOW,CASTLE,CHALET,COUNTRY_COTTAGE,DUPLEX,EXCEPTIONAL_PROPERTY,FARMHOUSE,FLAT_STUDIO,GROUND_FLOOR,HOUSE,KOT,LOFT,MANOR_HOUSE,MANSION,OTHER_PROPERTY,PENTHOUSE,SERVICE_FLAT,TOWN_HOUSE,TRIPLEX,VILLA,AS_NEW,GOOD,JUST_RENOVATED,TO_BE_DONE_UP,TO_RENOVATE,TO_RESTORE,BRUXELLES,VLAANDEREN,WALLONIE,ANVERS,BRABANT FLAMAND,BRABANT WALLON,BRUXELLES,FLANDRE-OCCIDENTALE,FLANDRE-ORIENTALE,HAINAUT,LIEGE,LIMBOURG,LUXEMBOURG,NAMUR
15113,2610,HOUSE,HOUSE,435000.0,3,175.0,0,0,0,1,,1,,121.0,2.0,0,JUST_RENOVATED,Wilrijk,Oui,ANTWERPEN,ANVERS,VLAANDEREN,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15114,7812,HOUSE,HOUSE,220000.0,2,142.0,1,0,0,0,,0,,587.0,,0,GOOD,Houtaing,Oui,ATH,HAINAUT,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15115,4570,HOUSE,HOUSE,205000.0,3,116.0,0,0,0,1,,1,30.0,90.0,2.0,0,,Marchin,Non,MARCHIN,LIEGE,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15116,9111,HOUSE,HOUSE,375000.0,5,180.0,1,0,0,1,15.0,1,,0.0,2.0,0,,Belsele,Oui,SINT-NIKLAAS,FLANDRE-ORIENTALE,VLAANDEREN,15.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15117,2100,HOUSE,HOUSE,849000.0,5,562.0,1,0,0,1,,0,,600.0,,0,GOOD,Deurne,Oui,ANTWERPEN,ANVERS,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15118,1770,APARTMENT,APARTMENT,179000.0,3,86.0,1,0,0,1,8.0,0,,,4.0,0,TO_RENOVATE,Liedekerke,Non,LIEDEKERKE,BRABANT FLAMAND,VLAANDEREN,8.0,8.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15119,4040,HOUSE,HOUSE,105000.0,1,79.0,1,0,0,0,,0,,45.0,2.0,0,GOOD,Herstal,Non,HERSTAL,LIEGE,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15120,9000,APARTMENT,APARTMENT,330000.0,1,92.0,1,0,0,0,,0,,,2.0,0,JUST_RENOVATED,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15121,1180,HOUSE,HOUSE,260000.0,2,80.0,1,0,0,1,9.0,0,,0.0,3.0,0,,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,9.0,9.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15123,4500,HOUSE,HOUSE,214900.0,4,200.0,1,0,1,1,38.0,1,150.0,150.0,2.0,0,JUST_RENOVATED,Huy,Non,HUY,LIEGE,WALLONIE,38.0,38.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15124,1081,APARTMENT,APARTMENT,149000.0,1,48.0,1,0,0,0,,0,,,2.0,0,AS_NEW,Koekelberg,Non,KOEKELBERG,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15125,4367,APARTMENT,APARTMENT,219000.0,2,89.0,1,0,0,1,14.0,0,,,,0,,Crisnée,Non,CRISNÉE,LIEGE,WALLONIE,14.0,14.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15126,7900,HOUSE,HOUSE,180000.0,4,177.0,1,0,0,0,,0,,540.0,3.0,0,GOOD,Leuze-En-Hainaut,Non,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15127,8301,APARTMENT,APARTMENT,295000.0,1,37.0,1,1,0,0,,0,,,2.0,0,GOOD,Heist-Aan-Zee,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15128,1081,HOUSE,HOUSE,400000.0,3,149.0,1,0,0,1,27.0,1,,324.0,2.0,1,,Koekelberg,Non,KOEKELBERG,BRUXELLES,BRUXELLES,27.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15129,1020,APARTMENT,PENTHOUSE,249000.0,2,80.0,1,0,0,1,20.0,0,,,3.0,0,AS_NEW,Laeken,Oui,BRUXELLES,BRUXELLES,BRUXELLES,20.0,20.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15131,6890,HOUSE,HOUSE,279000.0,3,164.0,1,0,0,1,32.0,1,,269.0,2.0,0,AS_NEW,Libin,Non,LIBIN,LUXEMBOURG,WALLONIE,32.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15132,3020,APARTMENT,APARTMENT,339000.0,2,130.0,1,0,0,1,4.0,1,,,,0,AS_NEW,Herent,Non,HERENT,BRABANT FLAMAND,VLAANDEREN,4.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15133,7120,APARTMENT,APARTMENT,159000.0,1,115.0,1,0,0,1,,0,,,2.0,0,JUST_RENOVATED,Croix-Lez-Rouveroy,Oui,ESTINNES,HAINAUT,WALLONIE,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15134,5100,HOUSE,VILLA,310000.0,4,125.0,1,0,0,0,,0,,730.0,,0,GOOD,Dave,Oui,NAMUR,NAMUR,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15135,1180,APARTMENT,APARTMENT,539000.0,3,130.0,1,0,1,1,6.0,0,,,,0,JUST_RENOVATED,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,6.0,6.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15137,1850,HOUSE,VILLA,685000.0,6,349.0,1,0,0,1,,0,,846.0,4.0,0,GOOD,Grimbergen,Non,GRIMBERGEN,BRABANT FLAMAND,VLAANDEREN,16.0,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15138,1150,APARTMENT,FLAT_STUDIO,220000.0,0,42.0,1,0,0,1,7.0,0,,,2.0,0,GOOD,Woluwe-Saint-Pierre,Non,WOLUWE-SAINT-PIERRE,BRUXELLES,BRUXELLES,7.0,7.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15140,8880,HOUSE,HOUSE,225000.0,5,317.0,0,0,0,0,,1,,668.0,3.0,0,TO_RENOVATE,Ledegem,Non,LEDEGEM,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15141,4557,HOUSE,HOUSE,259000.0,3,136.0,1,0,0,1,,1,160.0,345.0,3.0,0,,Tinlot,Non,TINLOT,LIEGE,WALLONIE,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15142,6600,HOUSE,HOUSE,100000.0,2,197.0,0,0,0,0,,1,,408.0,3.0,0,TO_RENOVATE,Bastogne,Non,BASTOGNE,LUXEMBOURG,WALLONIE,16.0,200.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15143,6717,APARTMENT,APARTMENT,160000.0,2,95.0,1,0,0,0,,0,,,3.0,0,GOOD,Attert,Non,ATTERT,LUXEMBOURG,WALLONIE,16.0,16.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15144,1020,HOUSE,TOWN_HOUSE,520000.0,4,180.0,1,0,0,1,20.0,1,112.0,209.0,2.0,0,AS_NEW,Laeken,Oui,BRUXELLES,BRUXELLES,BRUXELLES,20.0,20.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15145,1435,APARTMENT,APARTMENT,361000.0,2,93.0,1,0,0,1,73.0,0,,,2.0,0,AS_NEW,Mont-Saint-Guibert,Non,MONT-SAINT-GUIBERT,BRABANT WALLON,WALLONIE,73.0,73.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15146,4000,HOUSE,HOUSE,155000.0,5,200.0,1,0,0,0,,1,145.0,258.0,3.0,0,GOOD,Liège,Non,LIÈGE,LIEGE,WALLONIE,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15147,2220,HOUSE,VILLA,439000.0,3,180.0,1,0,0,0,,1,,1500.0,4.0,0,GOOD,Heist-Op-Den-Berg,Non,HEIST-OP-DEN-BERG,ANVERS,VLAANDEREN,16.0,200.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15148,1080,APARTMENT,APARTMENT,220000.0,2,109.0,1,0,0,1,15.0,0,,,,0,AS_NEW,Molenbeek-Saint-Jean,Non,MOLENBEEK-SAINT-JEAN,BRUXELLES,BRUXELLES,15.0,15.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15149,2800,APARTMENT,APARTMENT,535000.0,3,380.0,1,0,0,1,21.0,0,,,2.0,0,TO_BE_DONE_UP,Mechelen,Non,MECHELEN,ANVERS,VLAANDEREN,21.0,21.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15151,2290,APARTMENT,APARTMENT,256200.0,2,86.0,1,0,0,1,14.0,0,,,4.0,0,AS_NEW,Vorselaar,Non,VORSELAAR,ANVERS,VLAANDEREN,14.0,14.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15152,4460,APARTMENT,APARTMENT,229500.0,2,100.0,1,0,0,1,15.0,0,,,4.0,0,AS_NEW,Grâce-Hollogne,Non,GRÂCE-HOLLOGNE,LIEGE,WALLONIE,15.0,15.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15153,8370,APARTMENT,FLAT_STUDIO,99000.0,0,36.0,0,0,0,0,,0,,,2.0,0,,Blankenberge,Non,BLANKENBERGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15154,4460,HOUSE,HOUSE,239000.0,4,155.0,1,0,0,1,40.0,1,350.0,472.0,2.0,0,GOOD,Grâce-Hollogne,Non,GRÂCE-HOLLOGNE,LIEGE,WALLONIE,40.0,40.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15155,8430,APARTMENT,FLAT_STUDIO,80000.0,0,29.0,1,0,0,0,,0,,,2.0,0,AS_NEW,Middelkerke,Non,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15157,8434,HOUSE,HOUSE,143000.0,2,70.0,1,0,0,0,,0,,30.0,2.0,0,JUST_RENOVATED,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15158,6953,HOUSE,HOUSE,179000.0,2,90.0,1,0,0,1,15.0,1,222.0,222.0,4.0,0,AS_NEW,Ambly,Oui,NASSOGNE,LUXEMBOURG,WALLONIE,15.0,15.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15159,1390,HOUSE,HOUSE,380000.0,3,170.0,1,0,1,1,38.0,1,100.0,524.0,2.0,0,GOOD,Grez-Doiceau,Non,GREZ-DOICEAU,BRABANT WALLON,WALLONIE,38.0,38.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15160,9000,APARTMENT,APARTMENT,435000.0,3,198.0,1,0,0,0,,0,,,2.0,0,JUST_RENOVATED,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15161,1040,APARTMENT,APARTMENT,345000.0,2,76.0,1,0,0,1,13.0,0,,,2.0,0,GOOD,Etterbeek,Non,ETTERBEEK,BRUXELLES,BRUXELLES,13.0,13.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15162,8400,HOUSE,HOUSE,185000.0,3,125.0,1,0,0,0,,0,,0.0,,0,GOOD,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15163,1060,APARTMENT,FLAT_STUDIO,99000.0,0,22.0,1,0,0,0,,0,,,2.0,0,GOOD,Saint-Gilles,Non,SAINT-GILLES,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15164,8501,HOUSE,HOUSE,279200.0,3,129.0,0,0,0,0,,0,,0.0,3.0,0,AS_NEW,Bissegem,Oui,KORTRIJK,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15165,8780,HOUSE,EXCEPTIONAL_PROPERTY,1675000.0,5,516.0,1,0,0,1,,0,,14900.0,4.0,1,GOOD,Oostrozebeke,Non,OOSTROZEBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15166,9940,APARTMENT,APARTMENT,295000.0,2,104.0,1,0,0,0,,0,,,2.0,0,,Evergem,Non,EVERGEM,FLANDRE-ORIENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15167,9820,HOUSE,HOUSE,379000.0,5,188.0,1,0,0,1,13.0,1,60.0,192.0,2.0,0,GOOD,Merelbeke,Non,MERELBEKE,FLANDRE-ORIENTALE,VLAANDEREN,13.0,13.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15168,8300,APARTMENT,APARTMENT,585000.0,2,96.0,1,0,0,1,,0,,,2.0,0,GOOD,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15169,3590,HOUSE,HOUSE,820000.0,4,399.0,1,0,0,1,108.0,1,,1267.0,,0,,Diepenbeek,Non,DIEPENBEEK,LIMBOURG,VLAANDEREN,108.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15170,1210,APARTMENT,APARTMENT,219000.0,1,45.0,1,0,0,0,,0,,,2.0,0,JUST_RENOVATED,Saint-Josse-ten-Noode,Non,SAINT-JOSSE-TEN-NOODE,BRUXELLES,BRUXELLES,16.0,16.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15171,3590,APARTMENT,APARTMENT,217388.0,2,97.0,1,0,0,1,10.0,0,,,,0,AS_NEW,Diepenbeek,Non,DIEPENBEEK,LIMBOURG,VLAANDEREN,10.0,10.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15172,1190,APARTMENT,PENTHOUSE,350000.0,1,100.0,1,0,0,1,9.0,0,,,2.0,0,,Forest,Non,FOREST,BRUXELLES,BRUXELLES,9.0,9.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15173,6061,HOUSE,HOUSE,165000.0,3,270.0,0,0,0,0,,1,100.0,100.0,2.0,0,TO_RENOVATE,Montignies-Sur-Sambre,Oui,CHARLEROI,HAINAUT,WALLONIE,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15174,9600,HOUSE,HOUSE,218000.0,2,105.0,0,0,0,1,10.0,1,102.0,115.0,2.0,0,GOOD,Renaix,Non,RENAIX,FLANDRE-ORIENTALE,VLAANDEREN,10.0,10.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15175,4500,HOUSE,HOUSE,150000.0,5,232.0,1,0,0,1,16.0,1,,220.0,2.0,0,GOOD,Huy,Non,HUY,LIEGE,WALLONIE,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15176,8800,APARTMENT,APARTMENT,675000.0,4,314.0,1,0,0,1,62.0,0,,,,0,AS_NEW,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN,62.0,62.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15177,9300,HOUSE,HOUSE,395000.0,4,270.0,1,0,0,1,,1,,140.0,,0,AS_NEW,Aalst,Non,AALST,FLANDRE-ORIENTALE,VLAANDEREN,16.0,200.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15178,3300,APARTMENT,APARTMENT,280000.0,2,100.0,1,0,0,1,12.0,0,,,,0,AS_NEW,Tienen,Non,TIENEN,BRABANT FLAMAND,VLAANDEREN,12.0,12.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15179,1180,APARTMENT,APARTMENT,355500.0,2,101.0,1,0,0,1,6.0,0,,,2.0,0,AS_NEW,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,6.0,6.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15180,8620,APARTMENT,APARTMENT,190000.0,2,43.0,0,1,0,1,,1,,,,0,,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE,VLAANDEREN,16.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15181,2610,HOUSE,HOUSE,225000.0,3,114.0,1,0,0,0,,0,,59.0,2.0,0,AS_NEW,Wilrijk,Oui,ANTWERPEN,ANVERS,VLAANDEREN,16.0,16.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15182,5060,HOUSE,HOUSE,285000.0,6,197.0,1,0,0,1,75.0,1,450.0,592.0,2.0,0,AS_NEW,Arsimont,Oui,SAMBREVILLE,NAMUR,WALLONIE,75.0,75.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15183,1950,HOUSE,HOUSE,1995000.0,8,500.0,1,0,0,1,50.0,1,2120.0,2410.0,4.0,0,GOOD,Kraainem,Non,KRAAINEM,BRABANT FLAMAND,VLAANDEREN,50.0,50.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15184,2400,APARTMENT,APARTMENT,184000.0,1,76.0,1,0,0,1,8.0,0,,,4.0,0,,Mol,Non,MOL,ANVERS,VLAANDEREN,8.0,8.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15185,4900,HOUSE,MANSION,207500.0,4,155.0,0,0,0,1,20.0,1,200.0,230.0,3.0,0,TO_BE_DONE_UP,Spa,Non,SPA,LIEGE,WALLONIE,20.0,20.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15186,7700,HOUSE,HOUSE,215000.0,3,105.0,0,0,0,1,30.0,1,150.0,247.0,3.0,0,JUST_RENOVATED,Mouscron,Non,MOUSCRON,HAINAUT,WALLONIE,30.0,30.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15187,9140,HOUSE,HOUSE,219000.0,3,135.0,1,0,0,1,20.0,1,75.0,140.0,2.0,0,AS_NEW,Temse,Non,TEMSE,FLANDRE-ORIENTALE,VLAANDEREN,20.0,20.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15188,4960,HOUSE,HOUSE,179000.0,2,145.0,0,0,0,1,12.0,0,,0.0,4.0,0,,Malmedy,Non,MALMEDY,LIEGE,WALLONIE,12.0,12.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
